,urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
142,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,356327,0,6,6,0,"(0, 2, 0, 26, 0, 0)"
143,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,356339,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
144,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,364170,0,6,6,0,"(0, 5, 0, 26, 0, 0)"
145,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,364178,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
146,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,372250,0,6,6,0,"(0, 11, 0, 25, 0, 0)"
147,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,372261,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
148,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,380171,0,6,6,0,"(0, 16, 0, 24, 0, 0)"
149,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,380197,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
150,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,388171,0,6,6,0,"(0, 19, 0, 21, 0, 0)"
151,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,388175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
152,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,396171,0,6,6,0,"(0, 24, 0, 18, 0, 0)"
153,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,396177,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
154,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,404272,0,6,6,0,"(0, 27, 0, 17, 0, 0)"
155,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,404276,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
156,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,412230,0,6,6,0,"(0, 29, 0, 14, 0, 0)"
157,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,412234,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
158,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,420387,0,6,6,0,"(0, 30, 0, 11, 0, 0)"
159,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,420400,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
160,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,428141,0,6,6,0,"(0, 30, 0, 9, 0, 0)"
161,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,428150,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
162,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,436169,0,6,6,0,"(0, 32, 0, 5, 0, 0)"
163,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,436173,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
164,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,444169,0,6,6,0,"(0, 31, 0, 3, 0, 0)"
165,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,444175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
166,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,452245,0,6,6,0,"(0, 33, 0, 0, 0, 0)"
167,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,452249,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
