urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,414717,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,420652,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,420675,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,424702,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,424720,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,428713,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,428727,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,434628,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,434646,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,438702,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,438724,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,442646,0,8,8,0,"(0, 255, 255, 0, 255, 255, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,442665,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,446726,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,446750,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,448639,0,8,8,0,"(0, 255, 255, 0, 255, 255, 255, 255)"
